registration_id,event_name,event_type,event_format,registration_date,event_date,channel_source,job_title,industry,company_size,attendance_status,sessions_registered,sessions_attended,engagement_score,survey_completed,acquisition_cost
1831,Industry Roadshow - East,Regional,In-Person,2024-05-26,2024-07-18,Google Search,Marketing Manager,Retail,1001-5000,Attended,6,3,6,Yes,27.5
1832,Industry Roadshow - East,Regional,In-Person,2024-05-30,2024-07-18,Direct/Website,Data Analyst,Education,1-50,Attended,3,1,5,No,0.88
1833,Industry Roadshow - East,Regional,In-Person,2024-06-23,2024-07-18,LinkedIn Ad,VP Marketing,Media,201-1000,Attended,1,1,2,Yes,42.37
1834,Industry Roadshow - East,Regional,In-Person,2024-06-05,2024-07-18,Google Search,Marketing Manager,Healthcare,51-200,Attended,4,1,5,No,11.68
1835,Industry Roadshow - East,Regional,In-Person,2024-06-19,2024-07-18,Email Campaign,CTO,Technology,201-1000,Attended,3,1,6,Yes,3.97
1836,Industry Roadshow - East,Regional,In-Person,2024-07-07,2024-07-18,Direct/Website,Software Developer,Retail,1-50,Attended,2,2,2,Yes,1.86
1837,Industry Roadshow - East,Regional,In-Person,2024-06-13,2024-07-18,Email Campaign,Marketing Manager,Finance,1-50,Attended,5,5,4,No,2.25
1838,Industry Roadshow - East,Regional,In-Person,2024-06-13,2024-07-18,Direct/Website,Program Manager,Finance,201-1000,Attended,6,3,5,No,1.17
1839,Industry Roadshow - East,Regional,In-Person,2024-06-20,2024-07-18,Email Campaign,Marketing Manager,Manufacturing,51-200,Attended,2,2,6,Yes,5.54
1840,Industry Roadshow - East,Regional,In-Person,2024-06-05,2024-07-18,Email Campaign,Solutions Architect,Retail,201-1000,Attended,6,2,6,No,4.62
1841,Industry Roadshow - East,Regional,In-Person,2024-07-03,2024-07-18,Google Search,CTO,Healthcare,1001-5000,Attended,7,1,9,Yes,10.76
1842,Industry Roadshow - East,Regional,In-Person,2024-07-11,2024-07-18,Referral,Digital Marketing Specialist,Media,5000+,Attended,4,2,6,No,2.78
1843,Industry Roadshow - East,Regional,In-Person,2024-06-28,2024-07-18,Google Search,Marketing Manager,Finance,5000+,Attended,7,3,6,No,11.41
1844,Industry Roadshow - East,Regional,In-Person,2024-06-22,2024-07-18,LinkedIn Ad,Program Manager,Finance,201-1000,No-Show,2,0,2,No,17.62
1845,Industry Roadshow - East,Regional,In-Person,2024-06-14,2024-07-18,Google Search,Data Engineer,Education,51-200,Cancelled,5,0,0,No,14.25
1846,Industry Roadshow - East,Regional,In-Person,2024-06-14,2024-07-18,Email Campaign,Data Engineer,Manufacturing,201-1000,Attended,3,3,7,No,3.79
1847,Industry Roadshow - East,Regional,In-Person,2024-05-31,2024-07-18,Email Campaign,VP Marketing,Education,1-50,Attended,9,8,9,Yes,6.14
1848,Industry Roadshow - East,Regional,In-Person,2024-06-22,2024-07-18,Direct/Website,CTO,Technology,5000+,Attended,4,1,4,No,1.9
1849,Industry Roadshow - East,Regional,In-Person,2024-06-30,2024-07-18,LinkedIn Ad,Digital Marketing Specialist,Education,5000+,Attended,6,4,3,No,34.09
1850,Industry Roadshow - East,Regional,In-Person,2024-06-15,2024-07-18,Email Campaign,IT Director,Finance,51-200,Attended,1,1,6,Yes,3.69
1851,Industry Roadshow - East,Regional,In-Person,2024-07-14,2024-07-18,Email Campaign,Business Analyst,Finance,1001-5000,No-Show,7,0,1,No,5.31
1852,Industry Roadshow - East,Regional,In-Person,2024-06-05,2024-07-18,Google Search,CTO,Education,201-1000,Cancelled,5,0,0,No,29.08
1853,Industry Roadshow - East,Regional,In-Person,2024-07-03,2024-07-18,Referral,Software Developer,Manufacturing,1001-5000,Attended,4,1,5,No,2.58
1854,Industry Roadshow - East,Regional,In-Person,2024-06-10,2024-07-18,Email Campaign,Digital Marketing Specialist,Manufacturing,51-200,Attended,5,5,5,Yes,5.14
1855,Industry Roadshow - East,Regional,In-Person,2024-06-17,2024-07-18,Direct/Website,Data Engineer,Healthcare,1001-5000,Cancelled,1,0,0,No,0.97
1856,Industry Roadshow - East,Regional,In-Person,2024-07-14,2024-07-18,Email Campaign,Software Developer,Technology,1-50,Attended,7,3,6,No,5.77
1857,Industry Roadshow - East,Regional,In-Person,2024-07-15,2024-07-18,Direct/Website,IT Director,Finance,51-200,No-Show,5,0,1,No,0.57
1858,Industry Roadshow - East,Regional,In-Person,2024-06-21,2024-07-18,Google Search,VP Marketing,Education,5000+,Attended,4,2,3,No,19.14
1859,Industry Roadshow - East,Regional,In-Person,2024-05-26,2024-07-18,Direct/Website,Product Manager,Education,51-200,Attended,10,3,8,No,1.86
1860,Industry Roadshow - East,Regional,In-Person,2024-06-22,2024-07-18,LinkedIn Ad,Business Analyst,Education,1001-5000,Cancelled,5,0,0,No,30.99
1861,Industry Roadshow - East,Regional,In-Person,2024-07-15,2024-07-18,Email Campaign,Solutions Architect,Education,51-200,Attended,1,1,8,Yes,5.62
1862,Industry Roadshow - East,Regional,In-Person,2024-06-13,2024-07-18,LinkedIn Ad,Data Engineer,Finance,51-200,Attended,1,1,9,Yes,43.59
1863,Industry Roadshow - East,Regional,In-Person,2024-06-29,2024-07-18,Google Search,CTO,Finance,5000+,Attended,3,3,7,No,32.96
1864,Industry Roadshow - East,Regional,In-Person,2024-05-30,2024-07-18,Email Campaign,Data Engineer,Healthcare,1001-5000,Attended,1,1,6,Yes,7.95
1865,Industry Roadshow - East,Regional,In-Person,2024-07-06,2024-07-18,Direct/Website,Data Engineer,Finance,1001-5000,No-Show,2,0,2,No,0.54
1866,Industry Roadshow - East,Regional,In-Person,2024-05-24,2024-07-18,Social Media,Software Developer,Retail,1001-5000,Attended,6,5,6,Yes,11.1
1867,Industry Roadshow - East,Regional,In-Person,2024-06-27,2024-07-18,Email Campaign,Product Manager,Technology,1-50,Attended,2,2,4,Yes,7.86
1868,Industry Roadshow - East,Regional,In-Person,2024-05-27,2024-07-18,Direct/Website,Digital Marketing Specialist,Finance,1-50,Attended,8,3,6,No,0.3
1869,Industry Roadshow - East,Regional,In-Person,2024-07-13,2024-07-18,Email Campaign,IT Director,Finance,51-200,No-Show,7,0,1,No,6.02
1870,Industry Roadshow - East,Regional,In-Person,2024-05-19,2024-07-18,LinkedIn Ad,Digital Marketing Specialist,Technology,1001-5000,Attended,6,3,7,Yes,37.62
1871,Industry Roadshow - East,Regional,In-Person,2024-06-22,2024-07-18,Social Media,Data Engineer,Finance,51-200,Attended,3,1,4,Yes,24.76
1872,Industry Roadshow - East,Regional,In-Person,2024-06-18,2024-07-18,Referral,Software Developer,Finance,51-200,Attended,1,1,6,No,1.77
1873,Industry Roadshow - East,Regional,In-Person,2024-06-07,2024-07-18,Email Campaign,Software Developer,Manufacturing,1-50,Attended,6,4,4,No,4.8
1874,Industry Roadshow - East,Regional,In-Person,2024-06-09,2024-07-18,LinkedIn Ad,Data Engineer,Healthcare,201-1000,Attended,1,1,7,Yes,27.5
1875,Industry Roadshow - East,Regional,In-Person,2024-07-09,2024-07-18,Email Campaign,Software Developer,Healthcare,1001-5000,Attended,10,5,7,No,4.1
1876,Industry Roadshow - East,Regional,In-Person,2024-06-19,2024-07-18,Email Campaign,Product Manager,Retail,201-1000,Attended,10,7,4,Yes,7.01
1877,Industry Roadshow - East,Regional,In-Person,2024-05-21,2024-07-18,LinkedIn Ad,CTO,Technology,1-50,No-Show,8,0,1,No,31.16
1878,Industry Roadshow - East,Regional,In-Person,2024-07-03,2024-07-18,Social Media,Solutions Architect,Media,5000+,Attended,7,5,5,No,9.49
1879,Industry Roadshow - East,Regional,In-Person,2024-05-28,2024-07-18,Email Campaign,Data Analyst,Healthcare,1-50,No-Show,7,0,1,No,3.39
1880,Industry Roadshow - East,Regional,In-Person,2024-07-12,2024-07-18,Direct/Website,Solutions Architect,Technology,5000+,Attended,4,1,9,No,0.53
1881,Industry Roadshow - East,Regional,In-Person,2024-07-02,2024-07-18,Email Campaign,Software Developer,Healthcare,1001-5000,Attended,8,4,6,Yes,7.0
1882,Industry Roadshow - East,Regional,In-Person,2024-07-05,2024-07-18,Direct/Website,Marketing Manager,Technology,1-50,Cancelled,6,0,0,No,0.63
1883,Industry Roadshow - East,Regional,In-Person,2024-06-04,2024-07-18,Email Campaign,Solutions Architect,Retail,5000+,No-Show,4,0,2,No,3.1
1884,Industry Roadshow - East,Regional,In-Person,2024-05-23,2024-07-18,Email Campaign,IT Director,Finance,51-200,No-Show,6,0,1,No,6.71
1885,Industry Roadshow - East,Regional,In-Person,2024-07-04,2024-07-18,Google Search,CTO,Education,201-1000,No-Show,2,0,1,No,27.33
1886,Industry Roadshow - East,Regional,In-Person,2024-07-13,2024-07-18,Email Campaign,VP Marketing,Education,5000+,No-Show,5,0,1,No,6.81
1887,Industry Roadshow - East,Regional,In-Person,2024-05-23,2024-07-18,Email Campaign,Software Developer,Retail,1-50,No-Show,4,0,2,No,6.87
1888,Industry Roadshow - East,Regional,In-Person,2024-05-21,2024-07-18,LinkedIn Ad,VP Marketing,Manufacturing,51-200,Attended,2,1,3,No,22.59
1889,Industry Roadshow - East,Regional,In-Person,2024-06-17,2024-07-18,Email Campaign,VP Marketing,Media,5000+,Cancelled,10,0,0,No,6.96
1890,Industry Roadshow - East,Regional,In-Person,2024-07-11,2024-07-18,Social Media,Data Engineer,Retail,1001-5000,No-Show,2,0,1,No,15.17
1891,Industry Roadshow - East,Regional,In-Person,2024-06-19,2024-07-18,Direct/Website,Product Manager,Retail,5000+,Attended,6,4,5,No,0.54
1892,Industry Roadshow - East,Regional,In-Person,2024-06-12,2024-07-18,Social Media,CTO,Technology,1001-5000,No-Show,10,0,1,No,19.38
1893,Industry Roadshow - East,Regional,In-Person,2024-06-01,2024-07-18,Social Media,Program Manager,Media,1001-5000,Attended,1,1,4,No,20.89
1894,Industry Roadshow - East,Regional,In-Person,2024-06-10,2024-07-18,LinkedIn Ad,Marketing Manager,Education,5000+,Attended,7,6,7,Yes,34.11
1895,Industry Roadshow - East,Regional,In-Person,2024-07-09,2024-07-18,Referral,Data Analyst,Manufacturing,1001-5000,Attended,4,1,4,No,1.64
1896,Industry Roadshow - East,Regional,In-Person,2024-05-30,2024-07-18,Email Campaign,Solutions Architect,Media,5000+,Attended,1,1,5,Yes,3.63
1897,Industry Roadshow - East,Regional,In-Person,2024-05-28,2024-07-18,Social Media,VP Marketing,Education,1001-5000,No-Show,6,0,1,No,23.36
1898,Industry Roadshow - East,Regional,In-Person,2024-05-21,2024-07-18,Google Search,Solutions Architect,Retail,201-1000,Attended,4,3,9,Yes,13.39
1899,Industry Roadshow - East,Regional,In-Person,2024-05-31,2024-07-18,Google Search,Software Developer,Media,1001-5000,Attended,2,2,7,Yes,22.11
1900,Industry Roadshow - East,Regional,In-Person,2024-05-24,2024-07-18,Referral,Data Analyst,Education,1001-5000,No-Show,1,0,1,No,1.9
1901,Industry Roadshow - East,Regional,In-Person,2024-06-23,2024-07-18,Social Media,Data Engineer,Media,5000+,No-Show,3,0,1,No,18.37
1902,Industry Roadshow - East,Regional,In-Person,2024-06-28,2024-07-18,Email Campaign,Program Manager,Retail,201-1000,Attended,3,3,4,No,2.91
1903,Industry Roadshow - East,Regional,In-Person,2024-06-07,2024-07-18,Referral,Data Engineer,Media,1-50,Attended,6,4,2,No,1.5
1904,Industry Roadshow - East,Regional,In-Person,2024-06-16,2024-07-18,LinkedIn Ad,Business Analyst,Manufacturing,1001-5000,Attended,3,2,2,Yes,41.52
1905,Industry Roadshow - East,Regional,In-Person,2024-06-04,2024-07-18,Google Search,Product Manager,Education,51-200,Attended,4,4,9,Yes,11.96
1906,Industry Roadshow - East,Regional,In-Person,2024-06-21,2024-07-18,Referral,Business Analyst,Finance,51-200,Attended,7,1,7,Yes,2.14
1907,Industry Roadshow - East,Regional,In-Person,2024-06-25,2024-07-18,Social Media,Data Engineer,Healthcare,5000+,Attended,5,4,5,No,10.77
1908,Industry Roadshow - East,Regional,In-Person,2024-07-04,2024-07-18,LinkedIn Ad,Marketing Manager,Technology,201-1000,Attended,9,5,3,No,27.47
1909,Industry Roadshow - East,Regional,In-Person,2024-06-19,2024-07-18,Referral,IT Director,Finance,1001-5000,Attended,1,1,10,No,1.86
1910,Industry Roadshow - East,Regional,In-Person,2024-07-06,2024-07-18,Email Campaign,Software Developer,Manufacturing,201-1000,Attended,8,1,9,No,6.02
1911,Industry Roadshow - East,Regional,In-Person,2024-06-02,2024-07-18,LinkedIn Ad,Software Developer,Manufacturing,5000+,No-Show,1,0,1,No,31.93
1912,Industry Roadshow - East,Regional,In-Person,2024-05-19,2024-07-18,Social Media,VP Marketing,Media,51-200,No-Show,2,0,1,No,12.76
1913,Industry Roadshow - East,Regional,In-Person,2024-06-26,2024-07-18,Referral,CTO,Finance,1-50,Attended,7,4,5,Yes,1.56
1914,Industry Roadshow - East,Regional,In-Person,2024-05-27,2024-07-18,LinkedIn Ad,CTO,Finance,1-50,Attended,4,4,3,Yes,31.07
1915,Industry Roadshow - East,Regional,In-Person,2024-07-07,2024-07-18,LinkedIn Ad,Solutions Architect,Finance,5000+,No-Show,4,0,2,No,24.64
1916,Industry Roadshow - East,Regional,In-Person,2024-06-06,2024-07-18,Google Search,Business Analyst,Media,1-50,Attended,8,6,7,Yes,26.98
1917,Industry Roadshow - East,Regional,In-Person,2024-07-02,2024-07-18,Email Campaign,Business Analyst,Retail,5000+,Attended,4,2,7,Yes,6.5
1918,Industry Roadshow - East,Regional,In-Person,2024-06-18,2024-07-18,Direct/Website,Program Manager,Media,5000+,No-Show,9,0,1,No,1.89
1919,Industry Roadshow - East,Regional,In-Person,2024-06-18,2024-07-18,Social Media,CTO,Manufacturing,5000+,No-Show,3,0,2,No,17.3
1920,Industry Roadshow - East,Regional,In-Person,2024-06-12,2024-07-18,LinkedIn Ad,Solutions Architect,Technology,1001-5000,Attended,2,2,7,Yes,30.19
1921,Industry Roadshow - East,Regional,In-Person,2024-05-20,2024-07-18,LinkedIn Ad,VP Marketing,Education,1-50,Attended,5,5,5,No,15.97
1922,Industry Roadshow - East,Regional,In-Person,2024-06-08,2024-07-18,Social Media,IT Director,Education,201-1000,Attended,3,1,7,No,20.91
1923,Industry Roadshow - East,Regional,In-Person,2024-06-16,2024-07-18,Social Media,Digital Marketing Specialist,Retail,1-50,Attended,6,5,9,Yes,15.55
1924,Industry Roadshow - East,Regional,In-Person,2024-05-30,2024-07-18,LinkedIn Ad,Program Manager,Healthcare,1-50,Attended,3,1,6,No,40.79
1925,Industry Roadshow - East,Regional,In-Person,2024-07-11,2024-07-18,Email Campaign,Product Manager,Technology,1-50,Attended,4,4,8,Yes,2.17
1926,Industry Roadshow - East,Regional,In-Person,2024-07-07,2024-07-18,Email Campaign,Software Developer,Finance,51-200,Attended,4,1,6,Yes,4.36
1927,Industry Roadshow - East,Regional,In-Person,2024-06-10,2024-07-18,LinkedIn Ad,Digital Marketing Specialist,Media,5000+,Attended,3,2,5,No,16.27
1928,Industry Roadshow - East,Regional,In-Person,2024-06-03,2024-07-18,Google Search,IT Director,Technology,5000+,Cancelled,5,0,0,No,16.76
1929,Industry Roadshow - East,Regional,In-Person,2024-06-19,2024-07-18,Google Search,Solutions Architect,Healthcare,51-200,Attended,4,3,7,No,26.53
1930,Industry Roadshow - East,Regional,In-Person,2024-06-13,2024-07-18,LinkedIn Ad,Solutions Architect,Technology,201-1000,No-Show,3,0,1,No,25.02
1931,Industry Roadshow - East,Regional,In-Person,2024-06-21,2024-07-18,Referral,CTO,Media,1001-5000,Attended,3,3,6,Yes,2.6
1932,Industry Roadshow - East,Regional,In-Person,2024-07-06,2024-07-18,LinkedIn Ad,Data Engineer,Education,51-200,Attended,5,1,7,Yes,37.3
1933,Industry Roadshow - East,Regional,In-Person,2024-06-18,2024-07-18,Social Media,IT Director,Media,1001-5000,Attended,2,2,3,Yes,23.52
1934,Industry Roadshow - East,Regional,In-Person,2024-06-12,2024-07-18,Referral,Data Analyst,Finance,1-50,Attended,4,2,10,Yes,1.14
1935,Industry Roadshow - East,Regional,In-Person,2024-06-22,2024-07-18,Email Campaign,Business Analyst,Manufacturing,51-200,No-Show,4,0,1,No,5.37
1936,Industry Roadshow - East,Regional,In-Person,2024-06-18,2024-07-18,Google Search,Program Manager,Finance,5000+,Attended,8,5,5,No,30.23
1937,Industry Roadshow - East,Regional,In-Person,2024-06-17,2024-07-18,LinkedIn Ad,IT Director,Technology,1-50,No-Show,5,0,1,No,41.2
1938,Industry Roadshow - East,Regional,In-Person,2024-06-17,2024-07-18,LinkedIn Ad,VP Marketing,Retail,5000+,Attended,3,2,8,Yes,27.98
1939,Industry Roadshow - East,Regional,In-Person,2024-06-11,2024-07-18,Email Campaign,Business Analyst,Retail,1-50,Attended,2,2,8,No,6.75
1940,Industry Roadshow - East,Regional,In-Person,2024-06-26,2024-07-18,Referral,Software Developer,Finance,5000+,Cancelled,6,0,0,No,2.47
1941,Industry Roadshow - East,Regional,In-Person,2024-06-25,2024-07-18,Direct/Website,CTO,Healthcare,1-50,Cancelled,4,0,0,No,0.08
1942,Industry Roadshow - East,Regional,In-Person,2024-07-10,2024-07-18,Social Media,Digital Marketing Specialist,Retail,1001-5000,Cancelled,4,0,0,No,22.33
1943,Industry Roadshow - East,Regional,In-Person,2024-06-16,2024-07-18,LinkedIn Ad,Business Analyst,Manufacturing,5000+,Attended,2,1,7,No,25.15
1944,Industry Roadshow - East,Regional,In-Person,2024-06-22,2024-07-18,Referral,Software Developer,Education,1-50,Attended,5,1,7,No,2.57
1945,Industry Roadshow - East,Regional,In-Person,2024-05-19,2024-07-18,Email Campaign,VP Marketing,Retail,51-200,Attended,8,3,7,No,5.98
1946,Industry Roadshow - East,Regional,In-Person,2024-06-08,2024-07-18,Email Campaign,Marketing Manager,Manufacturing,201-1000,Attended,2,1,3,Yes,5.44
1947,Industry Roadshow - East,Regional,In-Person,2024-06-09,2024-07-18,LinkedIn Ad,Digital Marketing Specialist,Finance,51-200,Attended,4,1,9,No,44.71
1948,Industry Roadshow - East,Regional,In-Person,2024-07-01,2024-07-18,Direct/Website,VP Marketing,Retail,201-1000,Attended,1,1,7,Yes,0.96
1949,Industry Roadshow - East,Regional,In-Person,2024-05-25,2024-07-18,Social Media,CTO,Manufacturing,201-1000,Attended,5,2,4,Yes,11.89
1950,Industry Roadshow - East,Regional,In-Person,2024-05-22,2024-07-18,Social Media,Digital Marketing Specialist,Healthcare,1-50,No-Show,7,0,1,No,19.13
1951,Industry Roadshow - East,Regional,In-Person,2024-06-26,2024-07-18,Email Campaign,Solutions Architect,Finance,201-1000,Attended,6,2,10,No,3.07
1952,Industry Roadshow - East,Regional,In-Person,2024-06-20,2024-07-18,LinkedIn Ad,Data Analyst,Media,1001-5000,No-Show,7,0,2,No,25.01
1953,Industry Roadshow - East,Regional,In-Person,2024-06-21,2024-07-18,Email Campaign,Data Engineer,Media,51-200,Cancelled,1,0,0,No,7.86
1954,Industry Roadshow - East,Regional,In-Person,2024-06-08,2024-07-18,LinkedIn Ad,Data Analyst,Media,5000+,Attended,5,3,5,No,16.22
1955,Industry Roadshow - East,Regional,In-Person,2024-07-03,2024-07-18,Email Campaign,Marketing Manager,Retail,51-200,No-Show,7,0,1,No,4.81
1956,Industry Roadshow - East,Regional,In-Person,2024-05-28,2024-07-18,Direct/Website,Business Analyst,Media,1-50,Attended,4,3,7,No,0.12
1957,Industry Roadshow - East,Regional,In-Person,2024-07-03,2024-07-18,Email Campaign,Data Engineer,Media,51-200,No-Show,6,0,1,No,5.48
1958,Industry Roadshow - East,Regional,In-Person,2024-06-10,2024-07-18,Direct/Website,Software Developer,Manufacturing,1-50,Attended,6,1,7,Yes,0.66
1959,Industry Roadshow - East,Regional,In-Person,2024-05-31,2024-07-18,Email Campaign,Product Manager,Education,51-200,Attended,3,3,4,No,2.47
1960,Industry Roadshow - East,Regional,In-Person,2024-05-23,2024-07-18,Direct/Website,Data Analyst,Media,5000+,Attended,6,3,6,No,0.99
1961,Industry Roadshow - East,Regional,In-Person,2024-06-03,2024-07-18,Social Media,CTO,Education,1001-5000,Attended,7,3,9,Yes,14.52
1962,Industry Roadshow - East,Regional,In-Person,2024-07-05,2024-07-18,Email Campaign,Marketing Manager,Technology,1-50,Attended,2,1,6,No,2.69
1963,Industry Roadshow - East,Regional,In-Person,2024-07-03,2024-07-18,Referral,Program Manager,Technology,1001-5000,Attended,4,3,6,No,0.9
1964,Industry Roadshow - East,Regional,In-Person,2024-05-29,2024-07-18,Google Search,Data Engineer,Healthcare,201-1000,Attended,4,2,5,No,24.38
1965,Industry Roadshow - East,Regional,In-Person,2024-06-01,2024-07-18,Email Campaign,CTO,Retail,5000+,Attended,5,3,7,No,5.21
1966,Industry Roadshow - East,Regional,In-Person,2024-07-04,2024-07-18,Email Campaign,Marketing Manager,Education,1-50,No-Show,4,0,1,No,5.45
1967,Industry Roadshow - East,Regional,In-Person,2024-07-01,2024-07-18,Direct/Website,Program Manager,Technology,51-200,Attended,7,2,8,Yes,1.48
1968,Industry Roadshow - East,Regional,In-Person,2024-07-02,2024-07-18,LinkedIn Ad,Solutions Architect,Finance,1-50,Attended,4,3,4,Yes,37.59
1969,Industry Roadshow - East,Regional,In-Person,2024-06-21,2024-07-18,Google Search,VP Marketing,Manufacturing,201-1000,Attended,4,4,5,Yes,34.99
1970,Industry Roadshow - East,Regional,In-Person,2024-06-09,2024-07-18,Google Search,Data Analyst,Retail,51-200,Attended,9,1,6,No,16.51
1971,Industry Roadshow - East,Regional,In-Person,2024-06-10,2024-07-18,LinkedIn Ad,CTO,Technology,5000+,Attended,2,2,6,No,19.41
1972,Industry Roadshow - East,Regional,In-Person,2024-06-10,2024-07-18,Google Search,Marketing Manager,Media,51-200,Attended,9,5,8,No,10.49
1973,Industry Roadshow - East,Regional,In-Person,2024-06-23,2024-07-18,Google Search,IT Director,Finance,1-50,Attended,2,2,8,Yes,22.34
1974,Industry Roadshow - East,Regional,In-Person,2024-07-11,2024-07-18,Social Media,VP Marketing,Education,5000+,Attended,8,8,9,No,14.77
1975,Industry Roadshow - East,Regional,In-Person,2024-07-15,2024-07-18,Social Media,Software Developer,Media,5000+,Cancelled,6,0,0,No,16.04
1976,Industry Roadshow - East,Regional,In-Person,2024-07-09,2024-07-18,Email Campaign,CTO,Manufacturing,201-1000,Attended,5,1,8,No,3.32
1977,Industry Roadshow - East,Regional,In-Person,2024-06-01,2024-07-18,Social Media,Software Developer,Finance,1-50,Attended,5,3,4,Yes,16.74
1978,Industry Roadshow - East,Regional,In-Person,2024-06-03,2024-07-18,LinkedIn Ad,Business Analyst,Media,1-50,Attended,11,3,3,No,25.61
1979,Industry Roadshow - East,Regional,In-Person,2024-06-22,2024-07-18,Direct/Website,Software Developer,Healthcare,5000+,Attended,4,4,5,Yes,1.88
1980,Industry Roadshow - East,Regional,In-Person,2024-05-25,2024-07-18,Referral,Software Developer,Education,1-50,No-Show,6,0,1,No,0.26
1981,Industry Roadshow - East,Regional,In-Person,2024-06-12,2024-07-18,Email Campaign,Software Developer,Education,201-1000,Attended,3,2,1,Yes,4.68
1982,Industry Roadshow - East,Regional,In-Person,2024-06-14,2024-07-18,Google Search,Business Analyst,Retail,1-50,No-Show,4,0,1,No,20.02
1983,Industry Roadshow - East,Regional,In-Person,2024-06-26,2024-07-18,Direct/Website,Data Analyst,Manufacturing,201-1000,Attended,2,1,7,No,0.44
1984,Industry Roadshow - East,Regional,In-Person,2024-05-29,2024-07-18,LinkedIn Ad,Solutions Architect,Retail,1-50,Attended,2,1,5,No,20.27
1985,Industry Roadshow - East,Regional,In-Person,2024-05-31,2024-07-18,Google Search,Data Analyst,Finance,201-1000,Attended,8,1,8,No,18.09
1986,Industry Roadshow - East,Regional,In-Person,2024-06-30,2024-07-18,Referral,Data Analyst,Healthcare,1-50,Attended,5,5,5,Yes,0.72
1987,Industry Roadshow - East,Regional,In-Person,2024-05-31,2024-07-18,Social Media,CTO,Healthcare,201-1000,Attended,7,5,10,No,15.88
1988,Industry Roadshow - East,Regional,In-Person,2024-05-23,2024-07-18,Email Campaign,Business Analyst,Education,1-50,Attended,5,1,6,No,2.61
1989,Industry Roadshow - East,Regional,In-Person,2024-05-31,2024-07-18,Email Campaign,Data Engineer,Media,1-50,Attended,7,1,6,No,6.43
1990,Industry Roadshow - East,Regional,In-Person,2024-06-28,2024-07-18,LinkedIn Ad,CTO,Technology,201-1000,Attended,7,7,9,No,18.07
1991,Industry Roadshow - East,Regional,In-Person,2024-05-26,2024-07-18,Email Campaign,CTO,Technology,201-1000,Attended,1,1,7,No,6.31
1992,Industry Roadshow - East,Regional,In-Person,2024-06-15,2024-07-18,Direct/Website,CTO,Manufacturing,51-200,Attended,3,3,7,Yes,1.94
1993,Industry Roadshow - East,Regional,In-Person,2024-06-04,2024-07-18,Email Campaign,Digital Marketing Specialist,Technology,1-50,Attended,1,1,5,No,3.97
1994,Industry Roadshow - East,Regional,In-Person,2024-07-14,2024-07-18,Google Search,Software Developer,Healthcare,201-1000,No-Show,2,0,1,No,12.99
1995,Industry Roadshow - East,Regional,In-Person,2024-07-01,2024-07-18,Google Search,Software Developer,Manufacturing,5000+,Attended,2,2,7,No,24.03
1996,Industry Roadshow - East,Regional,In-Person,2024-06-10,2024-07-18,Direct/Website,CTO,Finance,5000+,No-Show,4,0,1,No,1.72
1997,Industry Roadshow - East,Regional,In-Person,2024-05-22,2024-07-18,Email Campaign,IT Director,Finance,5000+,Attended,5,3,10,Yes,6.52
1998,Industry Roadshow - East,Regional,In-Person,2024-05-29,2024-07-18,Google Search,IT Director,Retail,5000+,Attended,4,1,5,No,32.75
1999,Industry Roadshow - East,Regional,In-Person,2024-06-11,2024-07-18,Direct/Website,Product Manager,Manufacturing,1-50,Cancelled,5,0,0,No,1.82
2000,Industry Roadshow - East,Regional,In-Person,2024-07-12,2024-07-18,LinkedIn Ad,Product Manager,Technology,51-200,Attended,10,1,3,No,37.53
2001,Industry Roadshow - East,Regional,In-Person,2024-07-03,2024-07-18,LinkedIn Ad,Product Manager,Media,1001-5000,Attended,7,3,7,No,39.66
2002,Industry Roadshow - East,Regional,In-Person,2024-05-22,2024-07-18,LinkedIn Ad,Business Analyst,Media,1001-5000,Attended,4,4,6,Yes,25.3
2003,Industry Roadshow - East,Regional,In-Person,2024-05-24,2024-07-18,Google Search,VP Marketing,Education,201-1000,No-Show,1,0,3,No,29.98
2004,Industry Roadshow - East,Regional,In-Person,2024-06-30,2024-07-18,Email Campaign,VP Marketing,Retail,1001-5000,Attended,7,3,3,No,3.73
2005,Industry Roadshow - East,Regional,In-Person,2024-07-07,2024-07-18,Google Search,CTO,Media,5000+,Attended,3,3,8,No,28.02
2006,Industry Roadshow - East,Regional,In-Person,2024-05-25,2024-07-18,Email Campaign,Digital Marketing Specialist,Manufacturing,201-1000,Cancelled,2,0,0,No,4.9
2007,Industry Roadshow - East,Regional,In-Person,2024-05-31,2024-07-18,Direct/Website,Data Analyst,Finance,51-200,Attended,3,3,5,No,1.91
2008,Industry Roadshow - East,Regional,In-Person,2024-06-13,2024-07-18,Email Campaign,Software Developer,Media,5000+,Attended,6,3,4,Yes,4.77
2009,Industry Roadshow - East,Regional,In-Person,2024-06-13,2024-07-18,Direct/Website,Data Engineer,Healthcare,1001-5000,Attended,5,5,4,No,0.53
2010,Industry Roadshow - East,Regional,In-Person,2024-05-30,2024-07-18,Social Media,Program Manager,Media,51-200,Cancelled,3,0,0,No,9.31
2011,Industry Roadshow - West,Regional,In-Person,2024-09-17,2024-10-12,LinkedIn Ad,Solutions Architect,Media,5000+,Attended,2,2,4,Yes,24.64
2012,Industry Roadshow - West,Regional,In-Person,2024-09-17,2024-10-12,Google Search,Solutions Architect,Media,1-50,Attended,2,2,4,No,34.03
